--- ---	--- ---
01/29/2016 08:15 AM	01/29/2016 08:15 AM
TAHLEQUAH, Okla.	ᏓᎵᏆ, ᎣᎦᎵᎰᎹ.
 – On Jan. 14, Grand View School held its first Parent University to inform parents and students about college and vocational opportunities, as well as grants and scholarships. 	 – ᎾᏍᎩ ᎤᏃᎸᏔᏅ ᏂᎦᏚᏏᏁ, Grand View ᏧᎾᏕᎶᏆᏍᏗ ᎤᏂᏍᏆᎸᎡᎸ ᎢᎬᏱ ᏧᎾᏓᎦᏴᎵᎨ ᎤᏔᎾ ᏧᎾᏕᎶᏆᏍᏗᎢ ᎧᏃᎮᏍᎩ ᏧᎾᏓᎦᏴᎵᎨ ᎠᎴ ᏗᎾᏕᎶᏆᏍᎩ ᎤᎾᏕᎶᏆᏍᏗ ᎤᎬᏩᏟ ᎦᎸᎳᏗ ᎠᎴ ᎤᎾᎵᏏᎾᎲᏍᏙᏗ ᎨᎨᏲᏗ ᎠᏙᏢᏍᎬᎢ, ᏃᎴᏍᏊ ᎠᏕᎳ ᎬᏩᏂᎩᏍᏗᎢ ᎠᎴ ᏧᎾᏕᎶᏆᏍᏗ ᎠᎾᎵᏍᎪᎸᏗᏍᎪᎢ.
 --- The school’s federal grants director, Margaret Carlile, said the focus was to get students thinking about higher education. She said officials from the Cherokee Nation’s College Resource Center and Career Services spoke about scholarship opportunities and available programs.	  --- ᎾᏍᎩ ᏧᎾᏕᎶᏆᏍᏗ ᏩᏥᏂ ᎠᎵᏍᎪᎸᏗᏍᎬ ᎠᏓᏅᏖᎵᏙᎯ, Margaret Carlile, ᎠᏗᏍᎬ ᎤᎾᏓᏅᏖᎸ ᎾᎿ ᏗᎾᏕᎶᏆᏍᎩ ᎤᎾᏓᏅᏖᏗ ᎾᎿ ᎦᎸᎳᏗ ᏧᎾᏕᎶᏆᏍᏗᎢ. ᎠᏗᏍᎬ ᎠᏂᏁᏥᏙ ᏂᏓᏩᎾᏂᎩᏓ ᏣᎳᎩ ᎠᏰᎵ ᎦᎸᎳᏗ ᏧᎾᏕᎶᏆᏍᏗ ᎠᏰᏟ ᎠᎴ ᏧᏂᎸᏫᏍᏓᏁᎯ ᎤᏂᏩᏛᏗ ᏗᏂᏍᏕᎵᏍᎩ ᎤᏬᏂᏏ ᎤᏃᎮᎸ ᏧᎾᏕᎶᏆᏍᏙᏗ ᎠᎵᏍᎪᎸᏛ ᎠᎴ ᏗᏐᎢ ᎤᎾᏛᏅᎢᏍᏛ ᏚᏙᏢᏒ.
 --- She said workers also helped parents and students apply for Oklahoma’s Promise Scholarship, which students must enroll for while in the eighth, ninth or 10th grade. The student’s family income must also not exceed $50,000 per year to be eligible for the scholarship.	  --- ᎠᏗᏍᎬ ᏧᏂᎸᏫᏍᏓᏁᎯ ᎾᏍᏊ ᏚᏂᏍᏕᎸᎲ ᎤᎾᏓᎦᏴᎵᎨ ᎠᎴ ᏗᎾᏕᎶᏆᏍᎩ ᎪᏪᎵ ᏚᏂᏢᏅ ᎾᎿ ᎣᎦᎵᎰᎹ ᎠᏚᏍᏛ ᏧᎾᏕᎶᏆᏍᏙᏗ, ᎾᏍᎩ ᏗᎾᏕᎶᏆᏍᎩ ᎠᏎ ᏧᏃᏪᎶᏗ ᎾᎿ ᏧᏁᎵᏁ ᏱᏓᏂᏂᏙᎯ, ᏐᏁᎵᏐ ᎠᎴ ᏍᎪᎯᏁᎢ. ᎾᎿ ᏗᎾᏕᎶᏆᏍᎩ ᏏᏓᏁᎸ ᎠᏕᎳ ᎠᏃᏢᏍᎬ Ꮭ ᎤᏓᏬᎯᎳᏗᏍᏗ ᏱᎩ ᎾᏃ ᎯᎦᏍᎪ ᏯᎦᏴᎵ ᏯᏃᏢᏍᎩ ᏑᏕᏘᏴᏓ ᎨᏒᎢ ᎤᏂᎩᏍᏗ ᎯᎠ ᏗᏕᎶᏆᏍᏙᏗ.
 --- “It’s an amazing program. It’s not just for colleges. They can use it at vocational programs, also,” she said. 	  --- “ᎤᏍᏆᏂᎪᏓ ᎯᎠ ᎤᏙᏢᎭ. ᏝᏃ Ꮩ ᎦᎸᎳᏗ ᏧᎾᏕᎶᏆᏍᏙᏗ ᎢᎦ ᏱᎩ. ᎾᏍᎩᏍᎩᏂ ᎨᏥᏏᎾᎲᏍᏙᏗ ᏳᏙᏢ ᎾᏍᏊ ᎬᏩᎾᏙᏗ, ᎣᏍᏊ,” ᎠᏗᏍᎬᎢ. 
 --- Carlile said a grant from the U.S. Education and Interior departments funds the Parent University. 	  --- Carlile ᎠᏗᏍᎬ ᎠᎵᏍᎪᎸᏔᏅ ᏂᏓᏳᏓᎴᏅ ᎠᎹᏱᏟ ᏧᎾᏕᎶᏆᏍᏗ ᎠᎴ ᏩᏥᏂ ᎤᏙᏢᏒ ᎠᎾᎵᏍᎪᎸᏗᏍᎪ ᎾᎿ ᏧᎾᏓᎦᏴᎵᎨ ᏧᎾᏕᎶᏆᏍᏗᎢ. 
 --- “Tonight is our first Parent University for our National Youth Community Project Grant. We were one of 12 groups in the nation, and the only public school, stand-alone public school, who received one of these four-year grants,” she said. 	  --- “ᎪᎯ ᎤᏒ ᎾᎿ ᎢᎬᏱ ᏧᎾᏓᎦᏴᎵᎨ ᎤᏔᎾ ᏧᎾᏕᎶᏆᏍᏗ ᎾᎿ ᏂᎬᎾᏛ ᎠᏂᏓᎨ ᏍᎦᏚᎩ ᎠᏎᎸᎯ ᎤᎾᎵᏍᎪᎸᏔᏅ. ᎠᏯᏃ ᏌᏊ ᎣᎦᏗᏑᏴ ᎾᎿ ᏔᎳᏚ ᎢᏳᎾᏓᏡᎩ ᎨᏒᎢ ᎠᏰᎵ, ᎠᎴ ᎣᎬᏌ ᎨᏒ ᎾᏍᎩ ᎾᏂᎥ ᏧᎾᏕᎶᏆᏍᏗᎢ, ᎣᎬᏌ ᎾᏂᎥ ᏧᎾᏕᎶᏆᏍᏗᎢ, ᎾᏍᎩ ᎣᎩᎩᏒ ᏙᎩᎩᏒ ᎯᎠ ᏅᎩ ᏧᏕᏘᏴᏓ ᎠᏕᎳ ᎤᎾᎵᏍᎪᎸᏔᏅ ᏓᎾᏓᏁᎲᎢ,” ᎠᏗᏍᎬᎢ. 
 --- According to a 2015 Cherokee Phoenix article, the school received approximately $341,000 for the first year with the possibility of being funded up to four years, depending on congressional approval. 	  --- ᏚᎾᏙᎵᏤᎲ ᎾᎿ ᏔᎵᏯᎦᏴᎵ ᏍᎩᎦᏚ ᏣᎳᎩ ᏧᎴᎯᏌᏅ ᎤᏬᏪᎸ, ᎾᎿ ᏧᎾᏕᎶᏆᏍᏗ ᎤᏂᎩᏎ ᏯᏛᎾ ᏦᎢᏧᏈ ᏅᎩᏍᎪ ᏌᏊ ᎢᏯᎦᏴᎵ ᎢᎬᏱ ᎤᏕᏘᏴᏌᏗᏒᎢ ᎠᎴ ᎡᎵᏊ ᏅᎩ ᏧᏕᏘᏴᏓ ᎨᏎᏍᏗ, ᎢᏳᏃ ᏩᏥᏂ ᏗᏂᎳᏫᎦ ᎣᏏ ᏯᏂᏱᎸᏍᎩ ᏯᏃᎯᏗᎠ. 
 --- Carlile said with the grant school officials want to get students interested in opportunities after they complete their high school. 	  --- Carlile ᎠᏗᏍᎬ ᎾᎿ ᎨᏥᏁᎲ ᎠᏕᎳ ᏧᎾᏕᎶᏆᏍᏗ ᎠᎾᏓᏅᏖᎵᏙ ᎤᎾᏚᎵᏍᎬ ᎾᏍᎩ ᏗᎾᏕᎶᏆᏍᎩ ᎤᎵᏍᎨᏓ ᎢᏳᏃᏗ ᎾᎿ ᎯᎠ ᏱᏚᏂᏍᏆᏓ ᎦᎸᎳᏗ ᏧᎾᏕᎶᏆᏍᏗᎢ. 
 --- “Our focus is college and career, so we’re going to be supporting students in examining careers, preparing themselves for college, and we’re doing leadership activities,” she said. “We’ve partnered with the Cherokee Nation Foundation and Northeastern (State University) and some other groups in the area to provide mentoring and (to) visit campuses.” 	  --- “ᎣᏥᎪᏩᏘᏍᎬ ᎾᎿ ᎦᎸᎳᏗ ᏧᎾᏕᎶᏆᏍᏗ ᎠᎴ ᎢᎬᏩᎾᏛᏁᎵᏓᏍᏗ ᎨᏒᎢ ᎾᏍᎩ ᎢᏳᏍᏗ ᏙᏥᏍᏕᎵ ᏗᎾᏕᎶᏆᏍᎩ ᎤᎾᎦᏎᏍᏙᏗ ᎯᎠ ᎬᏩᏂᎩᏍᏗ ᎨᏒᎢ, ᏙᏣᏛᏅᎢᏍᏓᏁ ᎾᎿ ᎦᎸᎳᏗ ᏧᎾᏕᎶᏆᏍᏗ, ᎠᎴ ᎾᏍᏊ ᏙᏤᏲᎲᏍᎦ ᏗᎾᏓᏘᏂᏙ ᎤᎾᏕᎶᏆᏍᏗᎢ,” ᎠᏗᏍᎬᎢ. “ᏙᏥᎵᎪᏁ ᎾᎿ ᏣᎳᎩ ᎠᏰᎵ Foundation ᎠᎴ ᎤᏴᏢᎢ ᎧᎸᎬ ᎢᏗᏢ ᏍᎦᏚᎩ ᎦᎸᎳᏗ ᏗᏕᎶᏆᏍᏗ ᎠᎴ ᏗᏐᎢ ᏚᎾᏓᏡᎬ ᎾᎿ ᎠᎭᏂ ᏓᏁᎲ ᎤᎾᏛᏅᎢᏍᏗ ᏗᎬᏩᏂᏍᏕᎸᏗ ᏱᎩ ᎠᎴ ᏗᎬᏩᏂᏩᏛᎯᏓᏍᏗ ᏧᎾᏕᎶᏆᏍᏗᎢ.” 
 --- Carlile said she even hopes to take students to the Oklahoma State University-Institute of Technology in Okmulgee. 	  --- Carlile ᎠᏗᏍᎬ ᎾᏍᎩ ᎤᏚᎩ ᎤᏩᎯ ᏧᏘᏅᏍᏗ ᏗᎾᏕᎶᏆᏍᎩ ᎾᎿ ᎣᎦᎵᎰᎹ ᏍᎦᏚᎩ University-Institute of Technology in Okmulgee. 
